language,fname,mname,lname,DOB,street,postal_code,city,state,country_code,drivers_license,ss,occupation,phone_home,phone_biz,phone_contact,phone_cell,status,contact_relationship,date,sex,email,email_direct,ethnoracial,race,ethnicity,religion,family_size,monthly_income,homeless,pid,county,sexual_orientation,gender_identity,street_line_2,preferred_name,nationality_country
Español,Jazmin,Guadalupe,BACA,1985-01-04,PARÍS1650,22054,Tijuana,Baja California,MEX,BC520699469,46814982255,Técnico en redes y sistemas de computadores,+52(664)5849673,+52(664)3447541,+52(664)3098068,+52(664)1830430,Separad@ legalmente,,2007-08-11,Rather not say,reynaldo89@hotmail.com,reynaldo89@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Tres,29637,Verdadero,51,Tijuana,"Lesbian, gay or homosexual",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Guadalupe,México
Español,Renata,Rocio,SANTISBON,1974-02-17,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC457045808,08621437279,Clasificador de productos,+52(664)2512442,+52(664)6130617,+52(664)8713808,+52(664)2716756,Divorciad@,,2004-03-22,Female,armendarizfabiola@gmail.com,armendarizfabiola@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Cuatro,29637,Verdadero,52,Tijuana,"Something else, please describe","Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Renata,México
Español,Israel,Armando,IXMATLAHUA,1995-12-26,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC805032407,78263570109,Profesor de enseñanza secundaria,+52(664)7626716,+52(664)8481610,+52(664)9357649,+52(664)9645020,Solter@,,2014-01-30,Male,romokarina@hotmail.com,romokarina@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cuatro,29637,Verdadero,53,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Armando,México
Español,Maximiliano,Angel,NICIO,1959-10-16,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC726998970,89981516001,Maestro preescolar,+52(664)4267424,+52(664)4853575,+52(664)3453351,+52(664)4903946,Viud@,,2020-01-17,Male,mzaragoza@gmail.com,mzaragoza@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Cinco,29637,Verdadero,54,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN DEL PADRE,Maximiliano,México
Español,Angel,Carlos,ANGUIS,1979-05-22,PARÍS1650,22054,Tijuana,Baja California,MEX,BC952714098,93996972548,Productor y trabajador calificado de explotaciones agropecuarias mixtas,+52(664)8805746,+52(664)8783689,+52(664)2738972,+52(664)4441163,Casad@,,2016-12-25,Rather not say,reynosonelly@hotmail.com,reynosonelly@hotmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Tres,29637,Falso,55,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Carlos,México
Español,Jennifer,Karla,TRANQUILINO,1964-09-17,PARÍS1650,22054,Tijuana,Baja California,MEX,BC032915463,19135324895,Audiólogo,+52(664)1282850,+52(664)8372562,+52(664)1339273,+52(664)9360704,Divorciad@,,2015-06-29,Female,patriciamanzanares@gmail.com,patriciamanzanares@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Tres,29637,Verdadero,56,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Karla,México
Español,Iker,Angel,TEPOXTECO,1997-07-24,PARÍS1650,22054,Tijuana,Baja California,MEX,BC979336029,02854062052,Soplador de vidrio,+52(664)3599386,+52(664)4285258,+52(664)5905253,+52(664)4211411,Separad@ legalmente,,2001-03-02,Male,garibaydulce-maria@yahoo.com,garibaydulce-maria@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cinco,29637,Verdadero,57,Tijuana,"Lesbian, gay or homosexual",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Iker,México
Español,Daniel,Liam,ROSAL,1961-10-05,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC382884734,49305777606,Albañil,+52(664)9865025,+52(664)1817398,+52(664)8935114,+52(664)5483072,Viud@,,2008-11-04,Rather not say,tomas64@yahoo.com,tomas64@yahoo.com,Indígena,Indígena,Indígena,Sin religión,Tres,29637,Verdadero,58,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN DEL PADRE,Daniel,México
Español,Roman,Manuel,AMIGON,2002-01-22,PARÍS1650,22054,Tijuana,Baja California,MEX,BC078973892,34598518610,Profesional de nivel medio de enfermería,+52(664)4529990,+52(664)6334317,+52(664)5389466,+52(664)9227831,Casad@,,2024-01-29,Rather not say,vconcepcion@yahoo.com,vconcepcion@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cinco,29637,Verdadero,59,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Roman,México
Español,Manuel,Uriel,MORANTE,1955-01-27,PARÍS1650,22054,Tijuana,Baja California,MEX,BC980149954,50937760887,Electrotécnico,+52(664)1057115,+52(664)6858587,+52(664)2920643,+52(664)6190754,Separad@,,2001-03-18,Male,barbarasalazar@hotmail.com,barbarasalazar@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Tres,29637,Verdadero,60,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Uriel,México
Español,Eva,Giselle,LOBATON,1981-03-29,PARÍS1650,22054,Tijuana,Baja California,MEX,BC505313645,89280452536,Técnico en optometría y ópticos,+52(664)1145352,+52(664)9309401,+52(664)9674120,+52(664)3804793,Separad@,,2013-04-09,Female,caballeromarcela@hotmail.com,caballeromarcela@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Cuatro,29637,Falso,61,Tijuana,Straight or heterosexual,Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Eva,México
Español,Ana,Renata,PINOS,1967-06-25,PARÍS1650,22054,Tijuana,Baja California,MEX,BC285558702,11527248543,Profesional de relaciones públicas,+52(664)5724425,+52(664)7240317,+52(664)1374153,+52(664)6794377,Separad@,,2008-10-31,Female,diaznatividad@hotmail.com,diaznatividad@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin religión,Cuatro,29637,Falso,62,Tijuana,"Lesbian, gay or homosexual",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Renata,México
Español,Alison,Leah,VINAJA,1996-01-20,PARÍS1650,22054,Tijuana,Baja California,MEX,BC922381993,97678971330,Operador de instalaciones de procesamiento de metales,+52(664)8863281,+52(664)9871936,+52(664)7810841,+52(664)1123837,Viud@,,2010-01-07,Female,caridad66@yahoo.com,caridad66@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Tres,29637,Verdadero,63,Tijuana,"Something else, please describe","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Alison,México
Español,Emma,Josefina,CORELLA,1964-03-30,PARÍS1650,22054,Tijuana,Baja California,MEX,BC675127888,78154986869,Instructor en tecnologías de la información,+52(664)7539995,+52(664)5286597,+52(664)7553072,+52(664)8339087,Separad@,,2013-09-19,Female,leonorloya@yahoo.com,leonorloya@yahoo.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,64,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Josefina,México
Español,Brandon,Antonio,CHIMALPOPOCA,2002-10-11,PARÍS1650,22054,Tijuana,Baja California,MEX,BC555910408,24039213087,Zapatero,+52(664)2127458,+52(664)4561750,+52(664)5018660,+52(664)1628544,Separad@ legalmente,,2019-06-22,Male,renatoanaya@hotmail.com,renatoanaya@hotmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Tres,29637,Verdadero,65,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Antonio,México
Español,Hector,Alejandro,LOZANIA,1989-04-20,PARÍS1650,22054,Tijuana,Baja California,MEX,BC797384921,57355966516,Controlador de procesos,+52(664)7851126,+52(664)1338744,+52(664)9288145,+52(664)5411367,Solter@,,2000-01-27,Rather not say,carmen66@yahoo.com,carmen66@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Cuatro,29637,Verdadero,66,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Hector,México
Español,Catalina,Astrid,IRUEGAS,1956-05-08,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC385200638,87377872418,Profesional de la protección medioambiental,+52(664)7593979,+52(664)1662491,+52(664)8178140,+52(664)8921494,Solter@,,2002-02-28,Female,linda65@gmail.com,linda65@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Tres,29637,Verdadero,67,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Catalina,México
Español,Violeta,Regina,ILESCAS,1980-09-20,PARÍS1650,22054,Tijuana,Baja California,MEX,BC018349281,56329962742,Supervisor de la construcción,+52(664)5672104,+52(664)6484686,+52(664)1303915,+52(664)3339436,Viud@,,2002-10-24,Rather not say,pelayorosario@yahoo.com,pelayorosario@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Cinco,29637,Falso,68,Tijuana,Straight or heterosexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Regina,México
Español,Dania,Alexa,FUENTE,1996-12-23,PARÍS1650,22054,Tijuana,Baja California,MEX,BC846831823,35218616114,Electrotécnico,+52(664)8711183,+52(664)7458411,+52(664)7419907,+52(664)1253684,Solter@,,2022-10-15,Rather not say,itzel87@yahoo.com,itzel87@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Cinco,29637,Verdadero,69,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Alexa,México
Español,Damian,Ariel,STRINGEL,2002-12-16,PARÍS1650,22054,Tijuana,Baja California,MEX,BC906601108,23550419800,Acarreador de agua,+52(664)3357249,+52(664)9541706,+52(664)3154299,+52(664)6384564,UniÃ³n libre,,2001-09-27,Male,gustavoorellana@hotmail.com,gustavoorellana@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cuatro,29637,Verdadero,70,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Ariel,México
Español,Gael,Rigoberto,PEÑUÑURI,2003-01-26,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC079842997,38023959752,Empalmador de cables,+52(664)2173135,+52(664)1668082,+52(664)5529092,+52(664)8526947,Separad@ legalmente,,2014-09-26,Male,fbarajas@yahoo.com,fbarajas@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Tres,29637,Verdadero,71,Tijuana,Bisexual,Identifies as Male,CAÑÓN DEL PADRE,Gael,México
Español,Jose,Iker,LEGASPE,1984-04-23,PARÍS1650,22054,Tijuana,Baja California,MEX,BC650356385,38154357537,Diseñador de interior,+52(664)7723335,+52(664)1358346,+52(664)7960111,+52(664)4137141,Solter@,,2014-03-14,Male,marescristian@hotmail.com,marescristian@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cinco,29637,Verdadero,72,Tijuana,"Lesbian, gay or homosexual",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Jose,México
Español,Raul,Jesus,NAFFATE,1967-09-22,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC159772935,28215485096,"Panaderos, pasteleros y confiteros",+52(664)5574828,+52(664)8792131,+52(664)6542354,+52(664)5580159,Separad@,,2008-01-23,Rather not say,acunamodesto@hotmail.com,acunamodesto@hotmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Cinco,29637,Falso,73,Tijuana,"Something else, please describe","Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Raul,México
Español,Oliver,Angel,LOMBARDO,1973-01-31,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC265346930,40377081159,Especialista en métodos pedagógicos,+52(664)2041194,+52(664)9282815,+52(664)1273279,+52(664)6686358,Viud@,,2023-11-17,Male,resendezalma@hotmail.com,resendezalma@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Cinco,29637,Verdadero,74,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Angel,México
Español,Aurora,Valeria,CEFERINO,1996-03-02,PARÍS1650,22054,Tijuana,Baja California,MEX,BC894489521,03984059687,Técnico de radiodifusión y grabación audio visual,+52(664)7192791,+52(664)6529404,+52(664)2367037,+52(664)5106934,Solter@,,2021-03-03,Female,jesusguerrero@gmail.com,jesusguerrero@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Tres,29637,Verdadero,75,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Valeria,México
Español,Damian,Alexander,VERDUGO,1966-10-21,PARÍS1650,22054,Tijuana,Baja California,MEX,BC486199857,26382656218,Operador de máquinas de coser,+52(664)1825689,+52(664)2249926,+52(664)8719958,+52(664)8185830,Viud@,,2023-06-12,Male,jose-luis49@hotmail.com,jose-luis49@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Cuatro,29637,Falso,76,Tijuana,Bisexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Damian,México
Español,Isabella,Magdalena,ZAFIRO,1998-03-23,PARÍS1650,22054,Tijuana,Baja California,MEX,BC095391485,35491382871,Lavador de ventanas,+52(664)1275223,+52(664)9962557,+52(664)3501231,+52(664)5314712,Casad@,,2023-07-07,Female,mariano85@hotmail.com,mariano85@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Tres,29637,Falso,77,Tijuana,Bisexual,"Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Magdalena,México
Español,Victoria,Renata,ROQUE,1962-09-08,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC978197516,73377495848,Director de cine,+52(664)9844697,+52(664)8387130,+52(664)6212827,+52(664)9281021,Solter@,,2021-02-02,Female,nadia59@hotmail.com,nadia59@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin religión,Tres,29637,Verdadero,78,Tijuana,"Something else, please describe",Identifies as Female,CAÑÓN DEL PADRE,Renata,México
Español,Alejandro,Santiago,CARINO,2000-03-16,PARÍS1650,22054,Tijuana,Baja California,MEX,BC631680935,73206154087,Economista,+52(664)9494373,+52(664)8370689,+52(664)3722966,+52(664)4930123,Divorciad@,,2006-11-03,Male,granadoilse@gmail.com,granadoilse@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cuatro,29637,Falso,79,Tijuana,"Lesbian, gay or homosexual",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Alejandro,México
Español,Misael,Gael,ASCENCIO,1981-11-01,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC196946116,93547890728,Periodista,+52(664)2171455,+52(664)1940583,+52(664)8604697,+52(664)3869595,Viud@,,2022-06-10,Rather not say,bruno14@yahoo.com,bruno14@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cuatro,29637,Verdadero,80,Tijuana,Straight or heterosexual,Identifies as Female,CAÑÓN DEL PADRE,Gael,México
Español,Santiago,Angel,BAEZ,1961-08-30,PARÍS1650,22054,Tijuana,Baja California,MEX,BC869655243,75916846373,Operador de máquinas para elaborar alimentos y productos afines,+52(664)3525676,+52(664)4833672,+52(664)8244250,+52(664)1689796,UniÃ³n libre,,2014-04-11,Male,elenacadena@yahoo.com,elenacadena@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cinco,29637,Verdadero,81,Tijuana,Bisexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Santiago,México
Español,Paloma,Magaly,CIME,1965-09-10,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC470760077,59456549589,Mecánico y reparador en electrónica,+52(664)2378946,+52(664)5721693,+52(664)8999030,+52(664)3821972,Separad@ legalmente,,2021-06-19,Rather not say,beatrizbarragan@yahoo.com,beatrizbarragan@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Tres,29637,Falso,82,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Paloma,México
Español,Tamara,Adriana,TIQUE,1969-06-13,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC949650523,61081133565,Cuidador de animales,+52(664)7328672,+52(664)6491338,+52(664)1368699,+52(664)6837088,Separad@ legalmente,,2013-11-24,Female,harojose-maria@hotmail.com,harojose-maria@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Cuatro,29637,Verdadero,83,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Adriana,México
Español,Melanie,Regina,MASCAREÑO,1976-06-17,PARÍS1650,22054,Tijuana,Baja California,MEX,BC308358353,01931936338,Técnico en documentación sanitaria,+52(664)9612086,+52(664)9815752,+52(664)8261711,+52(664)6349446,Separad@,,2020-11-24,Female,barbarazelaya@gmail.com,barbarazelaya@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Cinco,29637,Falso,84,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Regina,México
Español,Leonardo,Carlos,BRAMASCO,1972-10-28,PARÍS1650,22054,Tijuana,Baja California,MEX,BC686174589,69424132723,Diseñador multimedia,+52(664)6249969,+52(664)2663473,+52(664)4964256,+52(664)6725315,Solter@,,2020-08-13,Male,santillanluis-miguel@yahoo.com,santillanluis-miguel@yahoo.com,Indígena,Indígena,Indígena,Sin adscripción religiosa (creyente),Cuatro,29637,Verdadero,85,Tijuana,Straight or heterosexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Leonardo,México
Español,Gael,Jose,ZASUETA,1950-01-10,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC981474432,25014614686,Supervisor de la construcción,+52(664)3759257,+52(664)9161497,+52(664)6515917,+52(664)7763082,Viud@,,2023-10-02,Rather not say,javiertorres@hotmail.com,javiertorres@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cinco,29637,Verdadero,86,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN DEL PADRE,Gael,México
Español,Saul,Mateo,ALFARO,1953-12-07,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC692792750,55123956918,Trabajador de cuidados personales a domicilio,+52(664)2295606,+52(664)4858930,+52(664)1955687,+52(664)6377043,UniÃ³n libre,,2010-05-23,Male,gvalle@hotmail.com,gvalle@hotmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Cinco,29637,Falso,87,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Mateo,México
Español,Alexander,Carlos,BOTANA,1974-03-17,PARÍS1650,22054,Tijuana,Baja California,MEX,BC280916259,60146061696,Impresor,+52(664)3635686,+52(664)3538999,+52(664)8033829,+52(664)8338814,UniÃ³n libre,,2007-03-19,Rather not say,pascual06@hotmail.com,pascual06@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Tres,29637,Falso,88,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Alexander,México
Español,Jose,Gael,PAN,1999-02-17,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC106155036,69920434235,Agente de servicios de seguridad social,+52(664)8431013,+52(664)3002843,+52(664)8174449,+52(664)9532615,Divorciad@,,2002-02-04,Rather not say,maria-eugeniareynoso@yahoo.com,maria-eugeniareynoso@yahoo.com,Indígena,Indígena,Indígena,Sin religión,Cuatro,29637,Falso,89,Tijuana,"Something else, please describe",Identifies as Female,CAÑÓN DEL PADRE,Gael,México
Español,Juan,Enrique,TRAIN,1953-06-16,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC682356409,24277143921,Entrevistador de investigaciones de mercados,+52(664)2593813,+52(664)3435412,+52(664)3744019,+52(664)6955113,Separad@,,2001-09-06,Male,espinosaana-luisa@hotmail.com,espinosaana-luisa@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Tres,29637,Verdadero,90,Tijuana,Bisexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Juan,México
Español,Mia,Alejandra,ZIGA,1995-02-02,PARÍS1650,22054,Tijuana,Baja California,MEX,BC458832329,38344312129,Alfarero,+52(664)6625523,+52(664)8517514,+52(664)8487227,+52(664)9629675,Viud@,,2014-05-02,Rather not say,villegasivonne@yahoo.com,villegasivonne@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin religión,Cuatro,29637,Falso,91,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Alejandra,México
Español,Liam,Eduardo,GUDI!O,1958-05-03,PARÍS1650,22054,Tijuana,Baja California,MEX,BC585954004,82845439205,Orfebre,+52(664)7028593,+52(664)7270970,+52(664)1723172,+52(664)4512449,Casad@,,2009-11-30,Male,ybenavidez@gmail.com,ybenavidez@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Cinco,29637,Falso,92,Tijuana,"Lesbian, gay or homosexual",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Liam,México
Español,Evelyn,Marlen,GERVASIO,1985-09-13,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC957983501,60835945233,Regulador y operador de máquinas de labrar madera,+52(664)5738970,+52(664)4210005,+52(664)2507095,+52(664)1918684,Viud@,,2004-03-22,Rather not say,gsamaniego@yahoo.com,gsamaniego@yahoo.com,Indígena,Indígena,Indígena,Otras religiones,Cinco,29637,Falso,93,Tijuana,Bisexual,Identifies as Male,CAÑÓN DEL PADRE,Evelyn,México
